user_id,session_id,dwell_time_mean,dwell_time_std,dwell_time_min,dwell_time_max,flight_time_mean,flight_time_std,flight_time_min,flight_time_max,up_down_time_mean,up_down_time_std,up_down_time_min,up_down_time_max,id_count,session_duration_sec,keystrokes_per_min,dwell_to_flight_ratio,distance_mean_mean,distance_mean_std,distance_sum_total,speed_mean_mean,speed_mean_std,speed_max_max,click_count_total,click_count_mean,action_count_total,session_duration_sum,session_duration_mean,session_duration_std,label,avg_key_hold_time,avg_flight_time,mouse_speed,click_frequency,scroll_rate
2.0,25.5,4.89414148347653,3.860709788557332,0.0243110518928571,16.881561870357142,86.54332567738582,214.36954107085617,-0.0674128791071428,738.8557271410715,43.93720723470933,144.23756384686138,-0.0674128791071428,736.6198699982143,56.42857142857143,143.92233532142856,2017.0269206763105,0.696143744140124,0.0,0.0,0.0,0.0,0.0,0.0,176.0,9.263157894736842,176.0,4180.4376,220.02303157894735,387.88801825924656,genuine,,,,,
4.0,39.0,0.1077551020408163,0.0405013017343501,0.0,0.17,0.1004081632653061,0.186896798435142,0.0,0.758,0.1469387755102041,0.2359686956783379,0.0,0.928,49.0,46.605,63.08336015448987,1.0731707317073171,0.0,,0.0,0.0,,0.0,5.0,5.0,5.0,45.1,45.1,,genuine,,,,,
19.0,41.5,0.1218139071227606,0.0991407154745174,0.0144999999999999,0.6078333333333333,0.1812182702101357,0.5274313323061804,0.0,4.098166666666667,0.17216772616474,0.5287352115897043,0.0,4.274666666666667,118.33333333333331,49.544,238.2424459289601,0.8965384244339233,0.0,0.0,0.0,0.0,0.0,0.0,82.0,13.666666666666666,82.0,300.608,50.101333333333336,57.521326283967646,genuine,,,,,
21.0,44.0,0.1274603174603174,0.1566942600794077,0.0,0.82,0.275968253968254,0.4658911325224287,0.0,1.647,0.1188571428571428,0.2947516645903833,0.0,1.712,63.0,7.579,498.7465364823856,0.4618658690900724,0.0,,0.0,0.0,,0.0,3.0,3.0,3.0,21.798,21.798,,genuine,,,,,
24.0,45.0,0.1485719163465642,0.1365339199000476,0.0,0.7050000000000001,0.2505492957746478,0.5852928805042202,0.0,3.3186666666666667,0.1461556978233034,0.3992143402860087,0.0,3.220333333333333,78.66666666666667,25.658,203.91730087335097,0.6100923258874752,0.0,0.0,0.0,0.0,0.0,0.0,32.0,10.666666666666666,32.0,70.81400000000001,23.60466666666667,13.075518816985172,genuine,,,,,
25.0,47.5,0.148874463036963,0.2148534177154235,0.025,1.57625,0.4267963973526473,1.826047632419048,0.0,11.49175,0.2869363532301032,1.342094438744823,0.0,11.48525,67.5,123.7035,47.55138667739498,1.1006602584687313,0.0,0.0,0.0,0.0,0.0,0.0,58.0,11.6,58.0,388.063,77.6126,98.8817681567234,genuine,,,,,
26.0,49.0,0.1273333333333333,0.1732189552318478,0.0,0.796,0.8275555555555556,2.50999526267242,0.0,12.814,0.4468730158730158,1.813272175823296,0.0,12.683,63.0,28.247,133.8195206570609,0.1538668098818474,0.0,,0.0,0.0,,0.0,4.0,4.0,4.0,8.108,8.108,,genuine,,,,,
27.0,49.0,0.132547619047619,0.0878158278918962,0.0,0.611,0.1736190476190476,0.5142616280332061,0.0,2.653,0.1606904761904762,0.3541725835401083,0.0,2.197,42.0,6.749,373.3886501703957,0.7634393856280857,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,6.868,6.868,,genuine,,,,,
31.0,49.0,0.0815384615384615,0.0282407234598985,0.051,0.137,0.0694999999999999,0.1467779956260474,0.0,0.689,0.1054615384615384,0.1847985347927262,0.0,0.819,26.0,7.947,196.30049075122685,1.1732152739346986,0.0,,0.0,0.0,,0.0,3.0,3.0,3.0,6.6,6.6,,genuine,,,,,
32.0,49.0,0.083735294117647,0.0475365115438959,0.039,0.238,0.0494558823529411,0.2398901137631548,0.0,1.481,0.0736029411764706,0.2571221406551776,0.0,1.586,68.0,10.872,375.2759381898455,1.6931311329170384,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,8.323,8.323,,genuine,,,,,
33.0,50.5,0.0844041666666666,0.0320744123038274,0.041,0.18225,0.1625208333333333,0.4033586058999515,0.0,3.147,0.1972,0.4332580995610729,0.0,3.224,49.5,596.4465,224.160303548936,0.6430212674027552,0.0,0.0,0.0,0.0,0.0,0.0,29.0,7.25,29.0,2556.719,639.17975,799.7677235732781,genuine,,,,,
34.0,52.5,0.3726239837398374,2.3886103669578005,0.0,19.385,0.2816664818920916,0.7256412741496338,0.0,3.9935,0.3153830376940133,0.7460805751212168,0.0,4.0725,53.5,733.519,4.474795360079115,1.1051542857344552,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.5,19.0,1570.839,785.4195,9.391085160938502,genuine,,,,,
35.0,53.0,0.1193636363636363,0.1470633753306252,0.0,0.833,0.2841090909090909,0.7241966056433231,0.0,4.728,0.1988393939393939,0.5622509972011921,0.0,4.816,330.0,1063.783,18.612818591761663,0.4201331114808652,0.0,,0.0,0.0,,0.0,66.0,66.0,66.0,1092.936,1092.936,,genuine,,,,,
36.0,53.5,0.128119384495012,0.1051481433177556,0.0,0.926,0.324379229966747,1.157161436781496,0.0,11.4355,0.3263964269413835,1.1721351426862068,0.0,11.558,205.5,880.2455,19.025012491684283,0.5939472460087669,0.0,0.0,0.0,0.0,0.0,0.0,98.0,32.666666666666664,98.0,1775.4030000000002,591.801,833.4585864090669,genuine,,,,,
37.0,54.0,0.1226041666666666,0.0330328318867175,0.0,0.187,0.2536354166666666,0.5708495629976091,0.0,3.883,0.3088854166666666,0.6098050399369096,0.0,4.067,96.0,190.748,30.19690901084153,0.4833874081071091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,10.0,191.563,95.7815,135.4554963244386,genuine,,,,,
38.0,54.5,0.0876377966101694,0.0416356447226048,0.0225,0.226,0.1328192372881356,0.2215960280015706,0.0,1.107,0.1662886440677966,0.2572496373447438,0.0,1.275,109.0,1005.4465,6.80658105286617,0.6589788500924074,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,36.0,2012.915,1006.4575,247.21089466384765,genuine,,,,,
39.0,55.5,0.0861501951232288,0.0845529986250537,0.0,0.8564999999999999,0.2381995665383305,0.6050878010114528,0.0,6.8105,0.2256562164427333,0.5661679008598834,0.0,6.906,743.5,961.9025,44.66230275069565,0.3717276801080521,0.0,0.0,0.0,0.0,0.0,0.0,230.0,115.0,230.0,1930.705,965.3525,111.6387257205132,genuine,,,,,
40.0,56.0,0.0979736263736263,0.1560370429554001,0.0,1.054,0.5973252747252747,2.231104801225486,0.0,24.32,0.4370263736263736,2.1804650908736773,0.0,24.332,455.0,971.759,28.093385294090407,0.1640205605207095,0.0,,0.0,0.0,,0.0,52.0,52.0,52.0,966.251,966.251,,genuine,,,,,
41.0,56.0,0.0729379310344827,0.0267111217171093,0.0,0.158,0.2261482758620689,0.5106756858700887,0.0,3.549,0.2557862068965517,0.5298797302490588,0.0,3.607,290.0,3226.625,5.392631619726495,0.3225226049433543,0.0,,0.0,0.0,,0.0,35.0,35.0,35.0,3235.308,3235.308,,genuine,,,,,
42.0,57.0,0.0805052053209948,0.0374308734404646,0.0166666666666666,0.1643333333333333,0.1785220262193946,0.3955237309063324,0.0,2.279,0.2100831887410834,0.4201833720306107,0.0,2.372666666666667,60.333333333333336,680.5553333333334,145.7877404623797,0.5513823940381429,0.0,0.0,0.0,0.0,0.0,0.0,37.0,12.333333333333334,37.0,2174.354,724.7846666666666,623.2905894607533,genuine,,,,,
43.0,59.5,0.0890832462931064,0.0381970018822243,0.00375,0.18,0.1579058788120986,0.5182367316881755,0.0,4.6935,0.1824987287355295,0.5203511282240012,0.0,4.7165,80.25,528.41275,9.912451582925796,0.5855251003356545,0.0,0.0,0.0,0.0,0.0,0.0,69.0,13.8,69.0,2206.693,441.3386,316.35541672350104,genuine,,,,,
44.0,63.0,0.0546646153846153,0.012069407624197,0.0376,0.0828,0.1832684949832776,0.3946411913956608,0.0,1.6995999999999998,0.2044817614269788,0.4174133703914159,0.0,1.7662,23.6,50.4632,344.5582401424919,0.6123415353396282,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.2,16.0,245.231,49.0462,86.9836239081817,genuine,,,,,
45.0,65.5,0.0862593457943925,0.0148833636913768,0.0635,0.123,0.1083621495327102,0.23987099208469,0.0,1.6015,0.1366775700934579,0.2777046648197125,0.0,1.6845,109.0,273.24899999999997,221.1839408928647,0.8153150401586995,0.0,0.0,0.0,0.0,0.0,0.0,47.0,23.5,47.0,546.156,273.078,386.19061118572,genuine,,,,,
46.0,67.0,0.0813645732689211,0.0293789652380523,0.021,0.17,0.4177873405177753,1.222148408975906,0.0,7.093333333333334,0.4531843057103926,1.2462273879968264,0.0,7.2,57.333333333333336,299.58599999999996,47.50451715186646,0.2260557342641838,0.0,0.0,0.0,0.0,0.0,0.0,39.0,13.0,39.0,2020.828,673.6093333333333,550.4902514135317,genuine,,,,,
47.0,69.0,0.091444540229885,0.0305639876800083,0.033,0.1676666666666666,0.1116798629531388,0.2491481070137931,0.0,1.2453333333333332,0.1505180371352785,0.2832222175248833,0.0,1.3853333333333335,41.333333333333336,354.2436666666667,84.72511461271468,0.8497980183532375,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,16.0,1926.792,963.396,1354.150498165547,genuine,,,,,
48.0,71.5,0.110102267048294,0.0279591220502316,0.015,0.15725,0.2914311792967153,0.7161224178313215,0.0,4.312749999999999,0.3378068323792649,0.7487846428738608,0.0,4.431,57.25,181.6915,32.87432302430892,0.4216777798560159,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,28.0,728.77,182.1925,177.60056420800015,genuine,,,,,
49.0,73.0,0.1359080459770115,0.0959838887342647,0.0,0.697,0.2452145593869732,1.5973549458457814,0.0,25.507,0.2769846743295019,1.6051167438235383,0.0,25.649,261.0,1621.939,9.655110333989132,0.5542413399790628,0.0,,0.0,0.0,,0.0,49.0,49.0,49.0,1620.125,1620.125,,genuine,,,,,
50.0,75.5,0.0475488633134413,0.0406139687580513,0.0101666666666666,0.1399999999999999,0.4254190511373631,0.9689766174227472,0.0,3.6453333333333338,0.335603886385472,0.8216131012438929,0.0,3.5871666666666666,33.0,96.51733333333334,141.5612649505836,0.1577257792495465,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.6,18.0,803.988,160.79760000000002,220.29391625462563,genuine,,,,,
51.0,78.0,0.1172283236994219,0.0796092078722771,0.0,0.592,0.2455462427745665,1.2685787411481748,0.0,22.762,0.2869017341040462,1.2766665796257128,0.0,22.783,346.0,1307.747,15.87463018458463,0.4774185195211807,0.0,,0.0,0.0,,0.0,41.0,41.0,41.0,1318.895,1318.895,,genuine,,,,,
52.0,78.0,0.1381908713692946,0.0649738158772764,0.0,0.359,0.2042863070539419,0.4224788024505553,0.0,2.769,0.2450912863070539,0.4418176093881069,0.0,2.856,241.0,1157.565,12.491739124800766,0.6764568480490728,0.0,,0.0,0.0,,0.0,30.0,30.0,30.0,1152.98,1152.98,,genuine,,,,,
53.0,79.0,0.0562595232400542,0.0236767652799582,0.0163333333333333,0.1273333333333333,0.1587632384596986,0.300984481731548,0.0,1.6096666666666668,0.1821650987270456,0.3229090914882265,0.0,1.6956666666666669,152.66666666666666,1472.451,96.2549361338584,0.4206285055136772,0.0,0.0,0.0,0.0,0.0,0.0,52.0,17.333333333333332,52.0,4444.842,1481.6139999999998,1565.7226636195824,genuine,,,,,
54.0,80.0,0.0692222222222222,0.0208903410505034,0.0,0.104,0.1023888888888888,0.1958143840882814,0.0,1.048,0.1304166666666666,0.2208084334569544,0.0,1.144,36.0,573.4,3.767003836763167,0.6760716223548563,0.0,,0.0,0.0,,0.0,5.0,5.0,5.0,575.489,575.489,,genuine,,,,,
55.0,83.5,0.0862422288359788,0.0331195506690028,0.034,0.137625,0.1008696494708994,0.17786090641784,0.0,0.5986250000000001,0.1369412962962963,0.2185235066851731,0.0,0.707375,15.125,105.70075,305.39448875435824,0.9930501260941332,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.25,18.0,1016.382,127.04775,217.30338647729351,genuine,,,,,
57.0,87.5,0.0625804458740017,0.0168874412072048,0.0,0.1515,0.0923993640934634,0.2500529340690403,0.0,3.9265,0.1162634168884945,0.2659224169433657,0.0,4.0024999999999995,533.5,1139.6655,26.81553376298966,0.682839003259921,0.0,0.0,0.0,0.0,0.0,0.0,193.0,96.5,193.0,2335.927,1167.9635,1141.5666225764048,genuine,,,,,
58.0,89.0,0.1142104377104377,0.0430321929313706,0.0163333333333333,0.1983333333333333,0.2597418630751964,0.6640390432424517,0.0,3.729333333333333,0.3066376964085298,0.7011707737998494,0.0,3.837,38.0,136.25433333333334,16.344311835178285,0.5523945058794232,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,20.0,1528.305,764.1525,811.1568369313669,genuine,,,,,
59.0,91.0,0.1011037315510999,0.0490805533012213,0.0213333333333333,0.2116666666666666,0.1598778195488721,0.3713314298284376,0.0,1.65,0.2021646129211918,0.3981828601382114,0.0,1.7376666666666667,35.0,132.277,157.47238117016363,0.6986747282432528,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.5,13.0,1072.44,536.22,289.578611672202,genuine,,,,,
60.0,92.5,0.1405501814206633,0.2446022435413025,0.0,1.8975,0.4088236498116017,0.90271278850602,0.0,6.508500000000001,0.1899101764199655,0.5323419512710809,0.0,6.357,591.0,1993.8695,21.963367398483193,0.4307347526989094,0.0,0.0,0.0,0.0,0.0,0.0,190.0,95.0,190.0,3979.158,1989.579,1092.339969790541,genuine,,,,,
61.0,93.0,0.0029411764705882,0.0017778265528378,0.001,0.011,0.1776029411764705,0.5227891941153315,0.0,3.204,0.1786029411764705,0.523405899387472,0.0,3.207,68.0,549.137,7.429839912444436,0.0165604040738594,0.0,,0.0,0.0,,0.0,15.0,15.0,15.0,567.607,567.607,,genuine,,,,,
62.0,93.5,0.0909775667366755,0.0322765369614374,0.0,0.1785,0.1772128877119289,0.3899544717673556,0.0,3.4495000000000005,0.2148093781389827,0.4218181117790531,0.0,3.5515,187.0,1690.4064999999998,10.418399297827357,0.5146880789171965,0.0,0.0,0.0,0.0,0.0,0.0,45.0,22.5,45.0,3366.192,1683.096,1638.6662252844535,genuine,,,,,
63.0,94.5,0.0957744020156408,0.0323872395874799,0.016,0.223,0.2171528091358267,0.6277005653778085,0.0,5.7684999999999995,0.2494319557606099,0.6446393625054314,0.0,5.912,358.0,1749.66,14.8074831595542,0.4413486180996723,0.0,0.0,0.0,0.0,0.0,0.0,113.0,56.5,113.0,3504.75,1752.375,1710.1688629980374,genuine,,,,,
64.0,95.5,0.0933834407641828,0.0540171622260099,0.0,0.6315,0.1631445850968819,0.3260100432939892,0.0,2.1845,0.188091659224168,0.3504783451188311,0.0,2.303,374.0,1112.862,34.3810202843014,0.5835959408119673,0.0,0.0,0.0,0.0,0.0,0.0,96.0,48.0,96.0,2253.2619999999997,1126.631,1295.8509582702786,genuine,,,,,
66.0,96.5,0.0886417809378703,0.0342181073233382,0.019,0.1895,0.1044531911291687,0.257424711405612,0.0,1.74,0.1319573387506348,0.2822293943722786,0.0,1.7965,122.5,570.4135,73.37944655825797,0.8571014146243774,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,28.0,1516.424,758.212,1033.0702793914843,genuine,,,,,
67.0,98.0,0.1326832307116035,0.0623526771411441,0.0,0.3393333333333333,0.1354680488869489,0.2790602014653935,0.0,1.5526666666666664,0.1899084029086991,0.3323055114606445,0.0,1.7033333333333334,137.33333333333334,757.3156666666667,23.463415422447028,0.9780465628657762,0.0,0.0,0.0,0.0,0.0,0.0,55.0,18.333333333333332,55.0,1880.888,626.9626666666667,473.1180231277745,genuine,,,,,
69.0,99.0,0.13775,0.1265996840438395,0.0,0.894,0.3398352272727272,0.8639269487027277,0.0,3.848,0.2121875,0.422347296580162,0.0,3.258,176.0,1377.079,7.668405371078928,0.4053434986875324,0.0,,0.0,0.0,,0.0,26.0,26.0,26.0,1379.716,1379.716,,genuine,,,,,
70.0,99.0,0.1884729729729729,0.123332052536792,0.0,0.83,0.2356959459459459,0.5009804626220777,0.0,4.272,0.2585135135135135,0.5064276712529642,0.0,4.364,148.0,1357.699,6.5404776758324195,0.7996445259868704,0.0,,0.0,0.0,,0.0,22.0,22.0,22.0,1355.545,1355.545,,genuine,,,,,
71.0,100.5,0.1013297409579667,0.0321636318856909,0.03,0.183,0.3289308345552297,0.7092548988727935,0.0,3.817,0.3700526026392962,0.7423463497691452,0.0,3.938,91.5,566.5095,18.513832629739166,0.3213770052220343,0.0,0.0,0.0,0.0,0.0,0.0,59.0,14.75,59.0,2330.703,582.67575,438.24787309038936,genuine,,,,,
72.0,103.0,0.0812818713450292,0.0529229880463716,0.0,0.3946666666666667,0.3559774142563616,1.3155457800476882,0.0,15.219,0.3014915204678363,1.2660507612126646,0.0,15.296,132.66666666666666,617.482,35.81111943563205,0.4678912296053861,0.0,0.0,0.0,0.0,0.0,0.0,84.0,28.0,84.0,1863.309,621.1030000000001,749.9661060367996,genuine,,,,,
74.0,104.0,0.1188407079646017,0.0300041059834211,0.0,0.269,0.1733215339233038,0.4139644264781361,0.0,5.402,0.2174439528023598,0.4521932884491689,0.0,5.561,678.0,3689.964,11.024497799978535,0.6856661447341548,0.0,,0.0,0.0,,0.0,151.0,151.0,151.0,3714.507,3714.507,,genuine,,,,,
75.0,105.5,0.1237061845643895,0.043752209640539,0.0,0.2095,0.1845266556927474,0.398444740342439,0.0,1.61325,0.2319584246933545,0.4476462144511816,0.0,1.7950000000000002,45.75,77.061,37.68956619698767,0.7978058816338485,0.0,0.0,0.0,0.0,0.0,0.0,32.0,8.0,32.0,326.18100000000004,81.54525000000001,20.65327054609028,genuine,,,,,
76.0,108.5,0.1082621394230769,0.0241872840005212,0.03775,0.181,0.0810120163690476,0.2183697742443991,0.0,1.213,0.1170091718177655,0.2305788726010545,0.0,1.2832500000000002,72.5,71.58525,62.46000602550881,1.4657964676030455,0.0,0.0,0.0,0.0,0.0,0.0,57.0,14.25,57.0,292.42,73.105,29.967357585657545,genuine,,,,,
77.0,110.0,0.1059875222816399,0.2275585753189085,0.0,2.123,0.650795008912656,1.5779897504567242,0.0,33.765,0.2142406417112299,1.4713539746688666,0.0,33.879,561.0,1205.384,27.924711129399427,0.1628585358371496,0.0,,0.0,0.0,,0.0,43.0,43.0,43.0,1210.622,1210.622,,genuine,,,,,
78.0,111.0,0.0961714478114478,0.0379270198272637,0.0169999999999999,0.2993333333333333,0.0816715054854767,0.1805269402712748,0.0,1.4036666666666668,0.1136677231646609,0.1952888807832715,0.0,1.4193333333333331,154.33333333333334,601.1043333333333,29.656832327422237,1.2443846657091953,0.0,0.0,0.0,0.0,0.0,0.0,65.0,32.5,65.0,2444.191,1222.0955,288.04348285024605,genuine,,,,,
79.0,113.5,0.0031090577703949,0.0024486526482455,0.001,0.01175,0.1579021115956072,0.3570683239024955,0.0,2.8594999999999997,0.1593193198597268,0.3579353403677964,0.0,2.862,94.5,473.42925,197.32678012104984,0.0223744991256775,0.0,0.0,0.0,0.0,0.0,0.0,48.0,16.0,48.0,3094.428,1031.476,994.4981788706302,genuine,,,,,
80.0,115.0,0.0053,0.003501898219429,0.002,0.02,0.1861499999999999,0.3729501307145501,0.0,2.375,0.18855,0.3746600450636398,0.0,2.379,80.0,187.703,25.57231370835842,0.0284716626376578,0.0,,0.0,0.0,,0.0,18.0,18.0,18.0,432.977,432.977,,genuine,,,,,
81.0,115.0,0.1015116279069767,0.0319585785227389,0.0,0.2,0.1787558139534883,0.4562187568037592,0.0,4.363,0.2238139534883721,0.4847344847850563,0.0,4.463,172.0,159.605,64.65962845775509,0.5678787484550836,0.0,,0.0,0.0,,0.0,15.0,15.0,15.0,173.579,173.579,,genuine,,,,,
82.0,115.5,0.0951081130690161,0.033743608084138,0.0145,0.1915,0.102631791483113,0.2081913219269212,0.0,1.198,0.1397867107195301,0.2450313187332573,0.0,1.3245,125.5,452.5005000000001,21.280346629729504,0.9819893069440944,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,32.0,903.288,451.644,555.6105675308921,genuine,,,,,
83.0,117.0,0.1217367617266635,0.0935110332612903,0.0,0.559,1.086103764553975,3.4173830677307873,0.0,15.582666666666666,0.805706444934215,3.081117144071466,0.0,15.229,73.66666666666667,189.5906666666667,79.9832097088215,0.3651550049408906,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.333333333333333,16.0,618.346,206.11533333333333,250.7325914880898,genuine,,,,,
84.0,119.0,0.041006691565515,0.0091352608271777,0.032,0.0623333333333333,0.2302600373482726,0.5146520581197582,0.0,2.665666666666666,0.2389721444133209,0.5313917696133349,0.0,2.706666666666667,36.0,98.321,31.22638500144608,0.3240637553224872,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,40.0,626.7760000000001,156.69400000000002,189.54424624521496,genuine,,,,,
85.0,120.0,0.0659715909090909,0.016567240990158,0.0,0.104,0.119,0.2723831545032527,0.0,1.545,0.1469943181818181,0.293153660285798,0.0,1.609,176.0,330.753,31.927148053078884,0.5543831168831169,0.0,,0.0,0.0,,0.0,26.0,26.0,26.0,329.049,329.049,,genuine,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,0.1748357076505616,0.110019714013835,158.55024945389638,1.937320902726828,1.378494308322676
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,0.1430867849414407,0.113857928379879,171.9909479901515,2.9551423205012384,0.5389173379111873
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,0.1823844269050346,0.0727990111368603,237.3646802561631,1.0142739536644565,1.43480296005283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,0.2261514928204012,0.1092901478864401,230.51851327167324,2.504046515517844,1.6778189294024757
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,0.1382923312638332,0.1117228989319472,198.95492030179255,1.4697423816275592,1.2067174516118504
